0.0179982 0.146717 -7.07929
0.0180982 0.147452 -7.07929
0.0181982 0.148186 -7.07929
0.0182982 0.148919 -7.07929
0.0183982 0.149652 -7.07929
0.0184982 0.150383 -7.07929
0.0185981 0.151114 -7.07929
0.0186981 0.151843 -7.07929
0.0187981 0.152572 -7.07929
0.0188981 0.153301 -7.07929
0.0189981 0.154028 -7.07929
0.0190981 0.154754 -7.07929
0.0191981 0.15548 -7.07929
0.0192981 0.156205 -7.07929
0.0193981 0.156929 -7.07929
0.0194981 0.157652 -7.07929
0.019598 0.158374 -7.07929
0.019698 0.159096 -7.07929
0.019798 0.159817 -7.07929
0.019898 0.160537 -7.07929
0.019998 0.161256 -7.07929
0.020098 0.161974 -7.07929
0.020198 0.162691 -7.07929
0.020298 0.163408 -7.07929
0.020398 0.164124 -7.07929
0.020498 0.164839 -7.07929
0.0205979 0.165553 -7.07929
0.0206979 0.166267 -7.07929
0.0207979 0.166979 -7.07929
0.0208979 0.167691 -7.07929
0.0209979 0.168402 -7.07929
0.0210979 0.169112 -7.07929
0.0211979 0.169821 -7.07929
0.0212979 0.17053 -7.07929
0.0213979 0.171237 -7.07929
0.0214979 0.171944 -7.07929
0.0215978 0.17265 -7.07929
0.0216978 0.173356 -7.07929
0.0217978 0.17406 -7.07929
0.0218978 0.174764 -7.07929
0.0219978 0.175467 -7.07929
0.0220978 0.176169 -7.07929
0.0221978 0.17687 -7.07929
0.0222978 0.177571 -7.07929
0.0223978 0.17827 -7.07929
0.0224978 0.178969 -7.07929
0.0225977 0.179667 -7.07929
0.0226977 0.180364 -7.07929
0.0227977 0.181061 -7.07929
0.0228977 0.181757 -7.07929
0.0229977 0.182451 -7.07929
0.0230977 0.183146 -7.07929
0.0231977 0.183839 -7.07929
0.0232977 0.184531 -7.07929
0.0233977 0.185223 -7.07929
0.0234977 0.185914 -7.07929
0.0235976 0.186604 -7.07929
0.0236976 0.187293 -7.07929
0.0237976 0.187982 -7.07929
0.0238976 0.18867 -7.07929
0.0239976 0.189357 -7.07929
0.0240976 0.190043 -7.07929
0.0241976 0.190728 -7.07929
0.0242976 0.191413 -7.07929
0.0243976 0.192097 -7.07929
0.0244976 0.19278 -7.07929
0.0245975 0.193462 -7.07929
0.0246975 0.194144 -7.07929
0.0247975 0.194824 -7.07929
0.0248975 0.195504 -7.07929
0.0249975 0.196183 -7.07929
0.0250975 0.196862 -7.07929
0.0251975 0.197539 -7.07929
0.0252975 0.198216 -7.07929
0.0253975 0.198892 -7.07929
0.0254975 0.199567 -7.07929
0.0255974 0.200242 -7.07929
0.0256974 0.200916 -7.07929
0.0257974 0.201589 -7.07929
0.0258974 0.202261 -7.07929
0.0259974 0.202932 -7.07929
0.0260974 0.203603 -7.07929
0.0261974 0.204273 -7.07929
0.0262974 0.204942 -7.07929
0.0263974 0.20561 -7.07929
0.0264974 0.206278 -7.07929
0.0265973 0.206944 -7.07929
0.0266973 0.20761 -7.07929
0.0267973 0.208276 -7.07929
0.0268973 0.20894 -7.07929
0.0269973 0.209604 -7.07929
0.0270973 0.210267 -7.07929
0.0271973 0.210929 -7.07929
0.0272973 0.21159 -7.07929
0.0273973 0.212251 -7.07929
0.0274973 0.212911 -7.07929
0.0275972 0.21357 -7.07929
0.0276972 0.214229 -7.07929
0.0277972 0.214886 -7.07929
0.0278972 0.215543 -7.07929
0.0279972 0.216199 -7.07929
0.0280972 0.216855 -7.07929
0.0281972 0.217509 -7.07929
0.0282972 0.218163 -7.07929
0.0283972 0.218816 -7.07929
0.0284972 0.219468 -7.07929
0.0285971 0.22012 -7.07929
0.0286971 0.220771 -7.07929
0.0287971 0.221421 -7.07929
0.0288971 0.22207 -7.07929
0.0289971 0.222719 -7.07929
0.0290971 0.223367 -7.07929
0.0291971 0.224014 -7.07929
0.0292971 0.22466 -7.07929
0.0293971 0.225306 -7.07929
0.0294971 0.225951 -7.07929
0.029597 0.226595 -7.07929
0.029697 0.227238 -7.07929
0.029797 0.227881 -7.07929
0.029897 0.228523 -7.07929
0.029997 0.229164 -7.07929
0.030097 0.229804 -7.07929
0.030197 0.230444 -7.07929
0.030297 0.231083 -7.07929
0.030397 0.231721 -7.07929
0.030497 0.232359 -7.07929
0.0305969 0.232995 -7.07929
0.0306969 0.233631 -7.07929
0.0307969 0.234267 -7.07929
0.0308969 0.234901 -7.07929
0.0309969 0.235535 -7.07929
0.0310969 0.236168 -7.07929
0.0311969 0.2368 -7.07929
0.0312969 0.237432 -7.07929
0.0313969 0.238063 -7.07929
0.0314969 0.238693 -7.07929
0.0315968 0.239322 -7.07929
0.0316968 0.239951 -7.07929
0.0317968 0.240579 -7.07929
0.0318968 0.241206 -7.07929
0.0319968 0.241832 -7.07929
0.0320968 0.242458 -7.07929
0.0321968 0.243083 -7.07929
0.0322968 0.243707 -7.07929
0.0323968 0.244331 -7.07929
0.0324968 0.244954 -7.07929
0.0325967 0.245576 -7.07929
0.0326967 0.246197 -7.07929
0.0327967 0.246818 -7.07929
0.0328967 0.247438 -7.07929
0.0329967 0.248057 -7.07929
0.0330967 0.248676 -7.07929
0.0331967 0.249294 -7.07929
0.0332967 0.249911 -7.07929
0.0333967 0.250527 -7.07929
0.0334967 0.251143 -7.07929
0.0335966 0.251758 -7.07929
0.0336966 0.252372 -7.07929
0.0337966 0.252986 -7.07929
0.0338966 0.253598 -7.07929
0.0339966 0.25421 -7.07929
0.0340966 0.254822 -7.07929
0.0341966 0.255432 -7.07929
0.0342966 0.256042 -7.07929
0.0343966 0.256652 -7.07929
0.0344966 0.25726 -7.07929
0.0345965 0.257868 -7.07929
0.0346965 0.258475 -7.07929
0.0347965 0.259082 -7.07929
0.0348965 0.259687 -7.07929
0.0349965 0.260292 -7.07929
0.0350965 0.260897 -7.07929
0.0351965 0.2615 -7.07929
0.0352965 0.262103 -7.07929
0.0353965 0.262705 -7.07929
0.0354965 0.263307 -7.07929
0.0355964 0.263908 -7.07929
0.0356964 0.264508 -7.07929
0.0357964 0.265107 -7.07929
0.0358964 0.265706 -7.07929
0.0359964 0.266304 -7.07929
0.0360964 0.266901 -7.07929
0.0361964 0.267498 -7.07929
0.0362964 0.268094 -7.07929
0.0363964 0.268689 -7.07929
0.0364964 0.269283 -7.07929
0.0365963 0.269877 -7.07929
0.0366963 0.27047 -7.07929
0.0367963 0.271063 -7.07929
0.0368963 0.271654 -7.07929
0.0369963 0.272245 -7.07929
0.0370963 0.272836 -7.07929
0.0371963 0.273426 -7.07929
0.0372963 0.274014 -7.07929
0.0373963 0.274603 -7.07929
0.0374963 0.27519 -7.07929
0.0375962 0.275777 -7.07929
0.0376962 0.276364 -7.07929
0.0377962 0.276949 -7.07929
0.0378962 0.277534 -7.07929
0.0379962 0.278118 -7.07929
0.0380962 0.278702 -7.07929
0.0381962 0.279284 -7.07929
0.0382962 0.279867 -7.07929
0.0383962 0.280448 -7.07929
0.0384962 0.281029 -7.07929
0.0385961 0.281609 -7.07929
0.0386961 0.282188 -7.07929
0.0387961 0.282767 -7.07929
0.0388961 0.283345 -7.07929
0.0389961 0.283922 -7.07929
0.0390961 0.284499 -7.07929
0.0391961 0.285075 -7.07929
0.0392961 0.28565 -7.07929
0.0393961 0.286225 -7.07929
0.0394961 0.286799 -7.07929
0.039596 0.287372 -7.07929
0.039696 0.287945 -7.07929
0.039796 0.288517 -7.07929
0.039896 0.289088 -7.07929
0.039996 0.289659 -7.07929
0.040096 0.290229 -7.07929
0.040196 0.290798 -7.07929
0.040296 0.291367 -7.07929
0.040396 0.291935 -7.07929
0.040496 0.292502 -7.07929
0.0405959 0.293069 -7.07929
0.0406959 0.293635 -7.07929
0.0407959 0.2942 -7.07929
0.0408959 0.294765 -7.07929
0.0409959 0.295328 -7.07929
0.0410959 0.295892 -7.07929
0.0411959 0.296454 -7.07929
0.0412959 0.297016 -7.07929
0.0413959 0.297578 -7.07929
0.0414959 0.298138 -7.07929
0.0415958 0.298698 -7.07929
0.0416958 0.299258 -7.07929
0.0417958 0.299816 -7.07929
0.0418958 0.300374 -7.07929
0.0419958 0.300932 -7.07929
0.0420958 0.301488 -7.07929
0.0421958 0.302044 -7.07929
0.0422958 0.3026 -7.07929
0.0423958 0.303155 -7.07929
0.0424958 0.303709 -7.07929
0.0425957 0.304262 -7.07929
0.0426957 0.304815 -7.07929
0.0427957 0.305367 -7.07929
0.0428957 0.305918 -7.07929
0.0429957 0.306469 -7.07929
0.0430957 0.307019 -7.07929
0.0431957 0.307569 -7.07929
0.0432957 0.308118 -7.07929
0.0433957 0.308666 -7.07929
0.0434957 0.309213 -7.07929
0.0435956 0.30976 -7.07929
0.0436956 0.310307 -7.07929
0.0437956 0.310852 -7.07929
0.0438956 0.311397 -7.07929
0.0439956 0.311942 -7.07929
0.0440956 0.312485 -7.07929
0.0441956 0.313028 -7.07929
0.0442956 0.313571 -7.07929
0.0443956 0.314113 -7.07929
0.0444956 0.314654 -7.07929
0.0445955 0.315194 -7.07929
0.0446955 0.315734 -7.07929
0.0447955 0.316273 -7.07929
0.0448955 0.316812 -7.07929
0.0449955 0.31735 -7.07929
0.0450955 0.317887 -7.07929
0.0451955 0.318424 -7.07929
0.0452955 0.31896 -7.07929
0.0453955 0.319495 -7.07929
0.0454955 0.32003 -7.07929
0.0455954 0.320564 -7.07929
0.0456954 0.321097 -7.07929
0.0457954 0.32163 -7.07929
0.0458954 0.322162 -7.07929
0.0459954 0.322694 -7.07929
0.0460954 0.323225 -7.07929
0.0461954 0.323755 -7.07929
0.0462954 0.324285 -7.07929
0.0463954 0.324814 -7.07929
0.0464954 0.325342 -7.07929
0.0465953 0.32587 -7.07929
0.0466953 0.326397 -7.07929
0.0467953 0.326924 -7.07929
0.0468953 0.32745 -7.07929
0.0469953 0.327975 -7.07929
0.0470953 0.3285 -7.07929
0.0471953 0.329024 -7.07929
0.0472953 0.329547 -7.07929
0.0473953 0.33007 -7.07929
0.0474953 0.330592 -7.07929
0.0475952 0.331114 -7.07929
0.0476952 0.331635 -7.07929
0.0477952 0.332155 -7.07929
0.0478952 0.332675 -7.07929
0.0479952 0.333194 -7.07929
0.0480952 0.333712 -7.07929
0.0481952 0.33423 -7.07929
0.0482952 0.334747 -7.07929
0.0483952 0.335264 -7.07929
0.0484952 0.33578 -7.07929
0.0485951 0.336295 -7.07929
0.0486951 0.33681 -7.07929
0.0487951 0.337324 -7.07929
0.0488951 0.337838 -7.07929
0.0489951 0.338351 -7.07929
0.0490951 0.338863 -7.07929
0.0491951 0.339375 -7.07929
0.0492951 0.339886 -7.07929
0.0493951 0.340396 -7.07929
0.0494951 0.340906 -7.07929
0.049595 0.341415 -7.07929
0.049695 0.341924 -7.07929
0.049795 0.342432 -7.07929
0.049895 0.342939 -7.07929
0.049995 0.343446 -7.07929
0.050095 0.343952 -7.07929
0.050195 0.344458 -7.07929
0.050295 0.344963 -7.07929
0.050395 0.345467 -7.07929
0.050495 0.345971 -7.07929
0.0505949 0.346474 -7.07929
0.0506949 0.346977 -7.07929
0.0507949 0.347479 -7.07929
0.0508949 0.34798 -7.07929
0.0509949 0.348481 -7.07929
0.0510949 0.348981 -7.07929
0.0511949 0.349481 -7.07929
0.0512949 0.34998 -7.07929
0.0513949 0.350478 -7.07929
0.0514949 0.350976 -7.07929
0.0515948 0.351473 -7.07929
0.0516948 0.35197 -7.07929
0.0517948 0.352466 -7.07929
0.0518948 0.352961 -7.07929
0.0519948 0.353456 -7.07929
0.0520948 0.35395 -7.07929
0.0521948 0.354444 -7.07929
0.0522948 0.354937 -7.07929
0.0523948 0.355429 -7.07929
0.0524948 0.355921 -7.07929
0.0525947 0.356412 -7.07929
0.0526947 0.356903 -7.07929
0.0527947 0.357393 -7.07929
0.0528947 0.357883 -7.07929
0.0529947 0.358372 -7.07929
0.0530947 0.35886 -7.07929
0.0531947 0.359348 -7.07929
0.0532947 0.359835 -7.07929
0.0533947 0.360321 -7.07929
0.0534947 0.360807 -7.07929
0.0535946 0.361292 -7.07929
0.0536946 0.361777 -7.07929
0.0537946 0.362261 -7.07929
0.0538946 0.362745 -7.07929
0.0539946 0.363228 -7.07929
0.0540946 0.363711 -7.07929
0.0541946 0.364192 -7.07929
0.0542946 0.364674 -7.07929
0.0543946 0.365154 -7.07929
0.0544946 0.365635 -7.07929
0.0545945 0.366114 -7.07929
0.0546945 0.366593 -7.07929
0.0547945 0.367071 -7.07929
0.0548945 0.367549 -7.07929
0.0549945 0.368026 -7.07929
0.0550945 0.368503 -7.07929
0.0551945 0.368979 -7.07929
0.0552945 0.369455 -7.07929
0.0553945 0.36993 -7.07929
0.0554945 0.370404 -7.07929
0.0555944 0.370878 -7.07929
0.0556944 0.371351 -7.07929
0.0557944 0.371824 -7.07929
0.0558944 0.372296 -7.07929
0.0559944 0.372767 -7.07929
0.0560944 0.373238 -7.07929
0.0561944 0.373708 -7.07929
0.0562944 0.374178 -7.07929
0.0563944 0.374647 -7.07929
0.0564944 0.375116 -7.07929
0.0565943 0.375584 -7.07929
0.0566943 0.376051 -7.07929
0.0567943 0.376518 -7.07929
0.0568943 0.376985 -7.07929
0.0569943 0.377451 -7.07929
0.0570943 0.377916 -7.07929
0.0571943 0.37838 -7.07929
0.0572943 0.378845 -7.07929
0.0573943 0.379308 -7.07929
0.0574943 0.379771 -7.07929
0.0575942 0.380234 -7.07929
0.0576942 0.380695 -7.07929
0.0577942 0.381157 -7.07929
0.0578942 0.381617 -7.07929
0.0579942 0.382078 -7.07929
0.0580942 0.382537 -7.07929
0.0581942 0.382996 -7.07929
0.0582942 0.383455 -7.07929
0.0583942 0.383913 -7.07929
0.0584942 0.38437 -7.07929
0.0585941 0.384827 -7.07929
0.0586941 0.385283 -7.07929
0.0587941 0.385739 -7.07929
0.0588941 0.386194 -7.07929
0.0589941 0.386649 -7.07929
0.0590941 0.387103 -7.07929
0.0591941 0.387556 -7.07929
0.0592941 0.388009 -7.07929
0.0593941 0.388461 -7.07929
0.0594941 0.388913 -7.07929
0.059594 0.389365 -7.07929
0.059694 0.389815 -7.07929
0.059794 0.390265 -7.07929
0.059894 0.390715 -7.07929
0.059994 0.391164 -7.07929
0.060094 0.391613 -7.07929
0.060194 0.392061 -7.07929
0.060294 0.392508 -7.07929
0.060394 0.392955 -7.07929
0.060494 0.393401 -7.07929
0.0605939 0.393847 -7.07929
0.0606939 0.394292 -7.07929
0.0607939 0.394737 -7.07929
0.0608939 0.395181 -7.07929
0.0609939 0.395625 -7.07929
0.0610939 0.396068 -7.07929
0.0611939 0.39651 -7.07929
0.0612939 0.396952 -7.07929
0.0613939 0.397394 -7.07929
0.0614939 0.397835 -7.07929
0.0615938 0.398275 -7.07929
0.0616938 0.398715 -7.07929
0.0617938 0.399154 -7.07929
0.0618938 0.399593 -7.07929
0.0619938 0.400031 -7.07929
0.0620938 0.400469 -7.07929
0.0621938 0.400906 -7.07929
0.0622938 0.401343 -7.07929
0.0623938 0.401779 -7.07929
0.0624938 0.402214 -7.07929
0.0625937 0.402649 -7.07929
0.0626937 0.403084 -7.07929
0.0627937 0.403518 -7.07929
0.0628937 0.403951 -7.07929
0.0629937 0.404384 -7.07929
0.0630937 0.404816 -7.07929
0.0631937 0.405248 -7.07929
0.0632937 0.405679 -7.07929
0.0633937 0.40611 -7.07929
0.0634937 0.40654 -7.07929
0.0635936 0.40697 -7.07929
0.0636936 0.407399 -7.07929
0.0637936 0.407827 -7.07929
0.0638936 0.408256 -7.07929
0.0639936 0.408683 -7.07929
0.0640936 0.40911 -7.07929
0.0641936 0.409537 -7.07929
0.0642936 0.409963 -7.07929
0.0643936 0.410388 -7.07929
0.0644936 0.410813 -7.07929
0.0645935 0.411237 -7.07929
0.0646935 0.411661 -7.07929
0.0647935 0.412085 -7.07929
0.0648935 0.412507 -7.07929
0.0649935 0.41293 -7.07929
0.0650935 0.413351 -7.07929
0.0651935 0.413773 -7.07929
0.0652935 0.414193 -7.07929
0.0653935 0.414614 -7.07929
0.0654935 0.415033 -7.07929
0.0655934 0.415453 -7.07929
0.0656934 0.415871 -7.07929
0.0657934 0.416289 -7.07929
0.0658934 0.416707 -7.07929
0.0659934 0.417124 -7.07929
0.0660934 0.417541 -7.07929
0.0661934 0.417957 -7.07929
0.0662934 0.418372 -7.07929
0.0663934 0.418787 -7.07929
0.0664934 0.419202 -7.07929
0.0665933 0.419616 -7.07929
0.0666933 0.420029 -7.07929
0.0667933 0.420442 -7.07929
0.0668933 0.420855 -7.07929
0.0669933 0.421267 -7.07929
0.0670933 0.421678 -7.07929
0.0671933 0.422089 -7.07929
0.0672933 0.4225 -7.07929
0.0673933 0.42291 -7.07929
0.0674933 0.423319 -7.07929
0.0675932 0.423728 -7.07929
0.0676932 0.424136 -7.07929
0.0677932 0.424544 -7.07929
0.0678932 0.424952 -7.07929
0.0679932 0.425358 -7.07929
0.0680932 0.425765 -7.07929
0.0681932 0.426171 -7.07929
0.0682932 0.426576 -7.07929
0.0683932 0.426981 -7.07929
0.0684932 0.427385 -7.07929
0.0685931 0.427789 -7.07929
0.0686931 0.428192 -7.07929
0.0687931 0.428595 -7.07929
0.0688931 0.428997 -7.07929
0.0689931 0.429399 -7.07929
0.0690931 0.429801 -7.07929
0.0691931 0.430201 -7.07929
0.0692931 0.430602 -7.07929
0.0693931 0.431002 -7.07929
0.0694931 0.431401 -7.07929
0.069593 0.4318 -7.07929
0.069693 0.432198 -7.07929
0.069793 0.432596 -7.07929
0.069893 0.432993 -7.07929
0.069993 0.43339 -7.07929
0.070093 0.433786 -7.07929
0.070193 0.434182 -7.07929
0.070293 0.434578 -7.07929
0.070393 0.434972 -7.07929
0.070493 0.435367 -7.07929
0.0705929 0.435761 -7.07929
0.0706929 0.436154 -7.07929
0.0707929 0.436547 -7.07929
0.0708929 0.436939 -7.07929
0.0709929 0.437331 -7.07929
0.0710929 0.437723 -7.07929
0.0711929 0.438113 -7.07929
0.0712929 0.438504 -7.07929
0.0713929 0.438894 -7.07929
0.0714929 0.439283 -7.07929
0.0715928 0.439672 -7.07929
0.0716928 0.440061 -7.07929
0.0717928 0.440449 -7.07929
0.0718928 0.440836 -7.07929
0.0719928 0.441223 -7.07929
0.0720928 0.44161 -7.07929
0.0721928 0.441996 -7.07929
0.0722928 0.442381 -7.07929
0.0723928 0.442766 -7.07929
0.0724928 0.443151 -7.07929
0.0725927 0.443535 -7.07929
0.0726927 0.443919 -7.07929
0.0727927 0.444302 -7.07929
0.0728927 0.444684 -7.07929
0.0729927 0.445066 -7.07929
0.0730927 0.445448 -7.07929
0.0731927 0.445829 -7.07929
0.0732927 0.44621 -7.07929
0.0733927 0.44659 -7.07929
0.0734927 0.44697 -7.07929
0.0735926 0.447349 -7.07929
0.0736926 0.447728 -7.07929
0.0737926 0.448106 -7.07929
0.0738926 0.448484 -7.07929
0.0739926 0.448862 -7.07929
0.0740926 0.449238 -7.07929
0.0741926 0.449615 -7.07929
0.0742926 0.449991 -7.07929
0.0743926 0.450366 -7.07929
0.0744926 0.450741 -7.07929
0.0745925 0.451116 -7.07929
0.0746925 0.45149 -7.07929
0.0747925 0.451863 -7.07929
0.0748925 0.452236 -7.07929
0.0749925 0.452609 -7.07929
0.0750925 0.452981 -7.07929
0.0751925 0.453353 -7.0793
0.0752925 0.453724 -7.0793
0.0753925 0.454095 -7.0793
0.0754925 0.454465 -7.0793
0.0755924 0.454835 -7.0793
0.0756924 0.455204 -7.0793
0.0757924 0.455573 -7.0793
0.0758924 0.455941 -7.0793
0.0759924 0.456309 -7.0793
0.0760924 0.456676 -7.0793
0.0761924 0.457043 -7.0793
0.0762924 0.45741 -7.0793
0.0763924 0.457776 -7.0793
0.0764924 0.458142 -7.0793
0.0765923 0.458507 -7.0793
0.0766923 0.458871 -7.0793
0.0767923 0.459235 -7.0793
0.0768923 0.459599 -7.0793
0.0769923 0.459962 -7.0793
0.0770923 0.460325 -7.0793
0.0771923 0.460688 -7.0793
0.0772923 0.461049 -7.0793
0.0773923 0.461411 -7.0793
0.0774923 0.461772 -7.0793
0.0775922 0.462132 -7.0793
0.0776922 0.462492 -7.0793
0.0777922 0.462852 -7.0793
0.0778922 0.463211 -7.0793
0.0779922 0.46357 -7.0793
0.0780922 0.463928 -7.0793
0.0781922 0.464285 -7.0793
0.0782922 0.464643 -7.0793
0.0783922 0.465 -7.0793
0.0784922 0.465356 -7.0793
0.0785921 0.465712 -7.0793
0.0786921 0.466067 -7.0793
0.0787921 0.466422 -7.0793
0.0788921 0.466777 -7.0793
0.0789921 0.467131 -7.0793
0.0790921 0.467484 -7.0793
0.0791921 0.467838 -7.0793
0.0792921 0.46819 -7.0793
0.0793921 0.468543 -7.0793
0.0794921 0.468894 -7.0793
0.079592 0.469246 -7.0793
0.079692 0.469597 -7.0793
0.079792 0.469947 -7.0793
0.079892 0.470297 -7.0793
0.079992 0.470647 -7.0793
0.080092 0.470996 -7.0793
0.080192 0.471344 -7.0793
0.080292 0.471693 -7.0793
0.080392 0.47204 -7.0793
0.080492 0.472388 -7.0793
0.0805919 0.472735 -7.0793
0.0806919 0.473081 -7.0793
0.0807919 0.473427 -7.0793
0.0808919 0.473773 -7.0793
0.0809919 0.474118 -7.0793
0.0810919 0.474462 -7.0793
0.0811919 0.474806 -7.0793
0.0812919 0.47515 -7.0793
0.0813919 0.475494 -7.0793
0.0814919 0.475836 -7.0793
0.0815918 0.476179 -7.0793
0.0816918 0.476521 -7.0793
0.0817918 0.476862 -7.0793
0.0818918 0.477203 -7.0793
0.0819918 0.477544 -7.0793
0.0820918 0.477884 -7.0793
